title,company,link,date_listed,location,salary,remote,rating,easy_apply,description
Business Systems Analyst,iknowvate technologies,https://www.indeed.com/rc/clk?jk=4cc7dbe7d7a55a72&fccid=9ace5aa4e4fa6ce2&vjs=3,30+ days ago,"Sunnyvale, CA",None,None,None,None,"Sunnyvale, California - United States | Posted - 09/21/20

Overview
Description :
As a business analyst in Information Technology you are responsible for the planning, implementation, and operations of NetApp IT, Office of the CIO. You will analyze the needs of functional departments, provide various analyses and reporting, provide testing and support for Office of the CIO’s tools and processes. This is a challenging position working in a fast paced environment within a matrix organization. You are responsible for contributing to deliverables and setting goals, plans and schedules, driving issue resolution and accepting the responsibility for ensuring successful achievement of goals.

Essential Functions:
Provide support for fiscal month end close and quarter close
Operating expense variance analysis by vendor
Capital expenditure forecasting
Headcount requisition tracking and forecasting
Provide support for Contract review process
Manage the Sunnyvale seating chart for the IT department.
Manage weekly four-square report that is sent to CIO and CFO
Attend weekly OCIO team meetings
Attend weekly Business Partner team meetings
Drive Quarterly Business Report (QBR) updates
KPI Metrics dashboard
Financials
Headcount
Drive Monthly Health Review (MHR) Business Operations updates
Drive Weekly Business Operations Monday updates
Manage Resource Type updates
Foster and implement process improvement initiatives and provide oversight
Ad Hoc reporting and analysis as required
Provide appropriate feedback to management on process improvement suggestions
Requirements:
Good oral and written communication skills; including process documentation
Good analytical, problem-solving, negotiation, task and project management, and organizational kills
Financial Analysis Planning (Budgeting) & Reporting experience
Financia
Good oral and written communication skills; including process documentation
Good analytical, problem-solving, negotiation, task and project management, and organizational kills
Financial Analysis Planning (Budgeting) & Reporting experience
Financial Modeling experience
Knowledge of tools, processes, and operations planning
Experience working with IT development staff on complex projects
Strong technical background with advanced personal computer skills including advanced Excel and PowerPoint user.
Ability to work collaboratively within a team environment of other business analysts and cross functional peers to support deadlines
Demonstrated ability to have completed multiple, moderately complex technical tasks.
l Modeling experience
Knowledge of tools, processes, and operations planning
Experience working with IT development staff on complex projects
Strong technical background with advanced personal computer skills including advanced Excel and PowerPoint user.
Ability to work collaboratively within a team environment of other business analysts and cross functional peers to support deadlines
Demonstrated ability to have completed multiple, moderately complex technical tasks.

Responsibility:
The types of tasks this individual is responsible are often non-routine and unstructured, requiring creative solutions
This individual will apply attained experiences and knowledge in solving routine to moderately complex problems
Demonstrate good judgment in identifying potential issues, proposing solutions, and execute problem resolution activities

Interaction:
This individual interacts primarily with Office of the CIO management and leads in WWIT departments.
Limited management direction is provided to employee on new projects or assignments as well as review of activities and priorities
The ideal candidate will be a proactive contributor and subject matter expert on team projects
To be successful, this individual must demonstrate favorable results through coaching and influencing others

Education:
A minimum of 3 years of experience is required; 3 to 5 years of experience is preferred
A Bachelor of Arts or Science Degree required; Information Technology, Finance or related technical field is preferred
Demonstrated ability to have completed multiple, moderately complex technical tasks"
Principal Transformation Business Analyst,Roche,https://www.indeed.com/rc/clk?jk=450eaa84c55d1fee&fccid=bca1c8ed48c3b338&vjs=3,22 days ago,"South San Francisco, CA",None,None,4.2,None,"The Principal Transformation Business Analyst for Global Engineering and Facilities will be reporting up to the Head of Transformation office and be responsible for shaping up and implementing the transformation roadmap. This role will collaborate with a cross functional team of leaders, SME’s from business functions within Global Engineering and Facilities function (Asset Strategy & Capex Management, LPS & Capabilities building, Asset Lifecycle Management, Project Delivery, Engineering & Technology and Sustainability) and across the Pharma Technical Operations network. The impact associated with the PTA Transformation is global and impacts all the PT sites, in support of the capital investments of $1.8B towards the advancement of Roche’s complex drug pipeline. This transformation requires building new capabilities introduced by SVP of PTA and endorsed by PTLT. These capabilities will take significant change in skills, mindset and behavior to realize the business benefits.

This position is responsible for managing a range of the activities such as requirements gathering, developing user stories, identifying use cases necessary for the effective and efficient implementation of complex cross functional and regional initiatives leveraging new ways of working. This role will engage with stakeholders at all levels across PTA: this includes presenting to and influencing Global Engineering & Facilities Leadership Team (PTALT), Site Leadership Teams, and extended site leadership teams and partnering with external consultants to deliver value-add services. You will leverage broad expertise across business strategy, disciplined execution, human centeredness and distinguish yourself through subject matter or functional expertise.
Job Duties/Responsibilities:
Acts in a lead capacity on cross functional transformation activities including leading assessments, meetings & workshops, developing deliverables, providing guidance and direction to team members, and delivering support.
Partners with senior leaders and team members to understand organizational perspectives and recommend best-fit methods to execute business transformation strategies, improve operations and performance to gain efficiencies and increase effectiveness.
Partners with transformation office team, PTA and PT stakeholders to define the strategy, business initiatives, and organizational changes needed to gain leadership alignment, enable change leadership, promote stakeholder and employee engagement, enable further organizational change programs and plans.
Partners with program managers and cross functional stakeholders to understand inherent capability regarding governance, decision making, data integrity, and technology to design strategies to set the stage for successful implementations in an agile manner.
Develops and maintains methodologies, tools, and templates to support strategic and implementation engagements from insights gained in prior experiences, researching best practices, and utilizing a continuous feedback loop with stakeholders and team to ensure deliverables are timely and relevant.
Develops user stories, requirements, functional requirements and/or technical specifications, process flow diagrams and identifies use cases for implementation.
Collaborates with business stakeholders across PTA and PT functions to identify and address business problems and opportunities, evaluate alternative solutions and research industry best practices and emerging trends.
Leads successful completion of major projects/programs across portfolios.
Strives for harmonization of business processes across sites and departments by propagating enterprise common standards and solutions.
Leads and drives business cases up to benefits realization.
Partners with the Communications and the Culture and Community teams to evolve the organization culture of agility, enterprise mindset, self-organizing, empowerment and collaboration across networks.
Qualifications - Education, Experience, Knowledge and Skills:
Bachelor’s degree in Science, Engineering, and/or Business is preferred, or equivalent.
12+ years of working multidisciplinary experience in the pharmaceutical, biotech, or other related industry in a regulated environment.
Demonstrated track record of business requirements gathering, operational management skills, including internal consulting, project management, and highly effective teamwork and collaboration skills.
Demonstrated ability to organize, lead and execute on a variety of assignments and action plans; ability to drive for results and manage complex projects.
Business acumen and a foundational understanding and comfort with principles of finance, strategic planning, process management and technology.
Strong program/project management skills within a diverse tool-set of methodologies (Agile, Scrum, etc.) including risk mitigation strategies. Certified in agile ways of working, with demonstrated flexibility to work in a self-aligning team environment where independent decision making and creative mindsets are valued.
Experience developing strategic roadmaps and plans, and driving them through implementation. Possess ability to effectively articulate business opportunities and identify sound recommendations.
Ability to navigate through a complex, broad, and diverse organization and can liaise effectively with different organizations.
Exhibits intellectual curiosity and integrity and has strong passion to bring value-adding improvement/innovation to the business.
Demonstrated ability to build and lead cross-functional teams and serve as a strategic consultant and advisor with senior leadership, particularly leaders driving change.
Strong executive presence and resonant communications at all levels - experience framing communications to fit the audience.
Proven ability to work in a fast-paced environment, think proactively and strategically.
Experienced working in a matrix, global organization. Ability to deliver results in an ambiguous, complex global network.
Consistent success in building and developing strong stakeholder relationships. Ability to influence without authority.
Strong skills in facilitating virtual teams and leveraging technology to ensure productive virtual meetings and workshops.
Travel Requirements:
Anticipated domestic and international travel: 10%.
Roche is an equal opportunity employer.
Business Services & Support, Business Services & Support > General Business Operations"
Senior Business Analyst,Fluidigm,https://www.indeed.com/rc/clk?jk=5f24f7d71c5f5c6b&fccid=54d341cf47cf9f2f&vjs=3,7 days ago,"South San Francisco, CA",None,None,3.8,None,"Job Description:
Would you like to join an innovative team creating technology to power groundbreaking insights in academic, clinical, pharma and biotech research?

It is an extraordinary time for Fluidigm. Our technology is empowering customers to improve life through comprehensive health insight. We invite you to join a leading provider of indispensable life sciences tools that is accelerating global research on multiple frontiers of human health.

At Fluidigm we are also building a positive culture where our people can do the best work of their careers, informed and influenced by our core values:
Create what customers need next.
Drive to make a difference.
Collaborate and learn.
Step up.

Fluidigm is looking for a Sr. Business Analyst

Description:
The Sr. Business Analyst position is a newly-established role within the operations team responsible for leading Fluidigm’s ERP data quality and improvement efforts across our organization. This position is based out of our corporate headquarters in South San Francisco.

To achieve improved data quality in this role you will be responsible for driving clarity and improvement in two primary areas: Data Strategy & Governance and Data Lifecycle Management

Data Strategy & Governance
Engage with the leadership team to define the Data Strategy and Governance structure for the organization. Additionally, this role will work with the leadership team to understand the data quality and reporting needs of each department and establish a process to prioritize improvements that achieve organizational goals.

Data Lifecycle Management
Help define how data flows from source (across people, through processes and tools) to internal customers aimed at creating informed decisions. You will work with the leadership team to design and implement proper data management processes. You will also train and educate users on procedures regarding data lifecycle and data quality management. Additionally, this role will be responsible for establishing data quality standards to ensure minimum expectations are met.

Minimum Qualifications:
6-8 years of experience managing data and driving improvements
A Bachelor’s degree is required (Science/Biology)
The ability to learn new systems quickly and teach others is critical
Knowledge of ERP and CRM systems
Requires Dynamics AX and Salesforce.com experience
Proficiency in Microsoft- Excel, PowerPoint, Word
Excellent verbal and written communication skills, and strong data management skills are essential
Requires hands-on professional with demonstrated ability to influence and work well with cross functional teams
Must be a self-starter capable of motivating individuals across teams in achieving data quality improvement
Must have the ability to translate strategy into actionable plans

Ready to join an industry leader with a bold and ambitious mission that is enabling advancements in human health? Apply online with your resume!

Fluidigm is an equal opportunity/affirmative action employer. We will consider all qualified applicants for employment without regard to race, color, sex, sexual orientation, gender identity, religion, national origin, disability, veteran status, age, marital status, pregnancy, genetic information, or other legally protected"
Sr. Business Analyst,TCS,https://www.indeed.com/rc/clk?jk=820af555570a6abb&fccid=c78fdfc4443d4537&vjs=3,8 days ago,"Thousand Oaks, CA",None,None,3.8,None,"Relevant Experience: 4+ years in a consulting function
Education: Bachelors Degree
Critical Needs
Service Cloud implementation experience (email to chat, CTI, Omnichannel)
B2B Commerce Cloud Implementation experience

Minimum 3 Salesforce.com full life cycle implementations
Strong experience in either the Sales, Service or Marketing Cloud platforms (exposure to Big Machines, Apttus, Cameleon a plus)
Demonstrated ability to design and implement technology-enabled business solutions in client-facing and team leadership roles (e.g. functional lead, work-stream lead, etc)
Ability to lead onshore and off-shore teams in the development of business solutions
Roles & Responsibilities
Lead all or portions of the functional components of a Salesforce.com project: developing requirements and designing prototypes, testing & training strategies
Lead or support defining and practical business solutions based on Salesforce.com technology implementing; experience leading executive discovery sessions.
Understand requirements (functional and technical) needed to address client needs
Assist with the scoping and planning of Salesforce.com and CRM related projects
Support and contribute to RFP responses and other sales related activities
Perform routine administration functions for Salesforce.com
Create documentation (e.g., training, communications, release notes, user stories, test scripts, process flows) associated with Saleforce.com projects
Participate and coordinate the delivery of work product with offshore teams across project phases
Certifications
Certified Salesforce Administrator
Certified Salesforce.com Sales Cloud and/or Service Cloud Consultant


Job Function
TECHNOLOGY
Role
Analyst
Job Id
166333
Desired Skills
Salesforce(SFDC)"
"Product Owner, Senior Business Process Analyst",ServiceNow,https://www.indeed.com/rc/clk?jk=c3e0ba281f5af258&fccid=7442885bc0fa7c14&vjs=3,21 days ago,"Santa Clara, CA 95054",None,None,3.6,None,"Product Owner, Senior Business Process Analyst
Location: San Diego, CA; Santa Clara, CA
Company
Work matters. It’s where we spend a third of our lives. And the workplace of the future is going to be a great place. We’re dedicated to bringing that to life for people everywhere. That’s why we put people at the heart of everything we do.
People matter. Our people have a passion for learning, building, and innovating. Whether you’re an engineer, a sales professional, a finance professional, or anything in-between, our roles aim to provide each person with meaningful impact and plenty of space to grow.
Team
Come join the Process Innovation and Optimization team and work with a talented group of product owners building out next world class go to market machine. This team is responsible for the digitalization, process innovation, features, and business transformation that make ServiceNow processes and technology scale.
Role
ServiceNow will implement a commercial CPQ software solution to replace an internal application used by all ServiceNow users who are involved in Product Configuration, Pricing, Quoting, Deal Structuring, Order Management, IB, OTC, and Contract Management. The project will involve re-engineering all sales related business processes, configuring/customizing the software to meet ServiceNow needs, implementing the software and change management activities to ensure successful business adoption.
The project will be managed using Agile software development which involves higher levels of user involvement in defining, building and testing the solution. Agile methods will seek to deploy the software in smaller increments requiring multiple “smaller” go live events followed by listening/learning from users, then changing the software or processes to address problems.
Job Responsibilities
Product Owner (PO) is a member of one or more Agile Teams and is responsible for defining Stories and prioritizing the Team Backlog to streamline the execution of program priorities. The PO has a significant role in quality control and is empowered to accept stories as done. This role has significant relationships and responsibilities outside the local team, including working with Product Management, who is responsible for the higher level Feature Roadmap. Product Owners will be responsible for Process Re-Engineering, Feature Roadmap Planning, Development Sprints, Testing & Release Activities.

In order to be successful in this role, we need someone who has:
Minimum 6+ years of CRM and CPQ implementation experience and have participated in a minimum of 2 complete life cycle implementations
Exposure to a commercial CRM and CPQ application is a must
Partner closely with all major business functions across the quote to cash life cycle, including sales, deal desk, sales operations, sales finance, order management, pricing, product management, invoicing, and revenue finance.
Knowledge of existing sales processes and tools
Ability to work collaboratively with project leadership, Product Managers, Product Engineers, User Representatives and Change Management and other Scrum team members
Ability to listen, interpret and bring feedback to the team
Willingness to roll up your sleeves to resolve design issues, test software and assist with go-live challenges"
Principal IT Business Systems Analyst - Diabetes US Digital IT,Medtronic,https://www.indeed.com/rc/clk?jk=b14eab599a9a40cd&fccid=f06a4d05bf5510ec&vjs=3,Today,"Northridge, CA 91325",None,Temporarily remote,3.9,None,"Remote-based position on interim basis only due to Covid-19 Pandemic. Upon approval of “Return to Office” site guidelines, this role may require the individual to work onsite at the Medtronic facility located in Northridge, CA.

CAREERS THAT CHANGE LIVES
Bring your talents to an industry leader in medical technology and healthcare solutions – we’re a market leader and growing every day. You can be proud to be a part of technologies that are rooted in our long history of mission-driven innovation. You will be empowered to shape your own career. We support your growth with the training, mentorship, and guidance you need to own your future success. Together, we can transform healthcare.

Join us for a career in IT that changes lives.

Medtronic is committed to fostering a diverse and inclusive culture. Check out the accomplishments of our Women in IT group! http://bit.ly/MedtronicWomeninIT

A DAY IN THE LIFE
Works on multiple projects in different environments through both Agile and Waterfall methodologies.
Builds strong relationships with business stakeholders and can effectively communicate requirement gaps and identify additional use-cases needing consideration.
Engages directly with the technical and testing teams and understands high-level technical design, data availability or constraints, resource allocations, and ensures the requirements written are complete and testable.
Provides technical expertise for digital system specifications and configurations.
Ensure business requirements are working as expected through functional testing.
Lead cross-functional teams to address business or systems issues.
Plans, performs and implements process improvement initiatives (such as Lean or Six Sigma).
Prioritizes initiatives based on business needs, timelines, resources, and budgets.
Analyzes and diagrams business process flows and can identify opportunities for improvements.
Identifies metrics that provide data for process measurements and indicators for success.

MUST HAVE (Minimum Qualifications)
Bachelor’s degree
7+ years of experience with a bachelor’s degree or 5+ years of experience with an advanced degree

NICE TO HAVE (Preferred Qualifications)
Strong technical background and experience in Salesforce or other digital experience platform
Strong verbal communications and presentation skills
Professional presence, acumen, and EQ among internal stakeholders and external customers in a healthcare environment
Recognized and demonstrated experience in commercial and/or sales initiatives with an emphasis on digital technologies and platforms
Strong record of collaboration and results in a matrix environment
Demonstrates team leadership across multiple functions
Able to bring structure to ambiguity and align management and resources
Desire to learn new technologies, processes, and collaborate in a cross functional team environment

ABOUT MEDTRONIC
Together, we can change healthcare worldwide. At Medtronic, we push the limits of what technology, therapies and services can do to help alleviate pain, restore health and extend life. We challenge ourselves and each other to make tomorrow better than yesterday. It is what makes this an exciting and rewarding place to be.

We want to accelerate and advance our ability to create meaningful innovations - but we will only succeed with the right people on our team. Let’s work together to address universal healthcare needs and improve patients’ lives. Help us shape the future.

PHYSICAL JOB REQUIREMENTS
The above statements are intended to describe the general nature and level of work being performed by employees assigned to this position, but they are not an exhaustive list of all the required responsibilities and skills of this position.

The physical demands described within the Day in the Life section of this job description are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

EEO STATEMENT
It is the policy of Medtronic to provide equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, Medtronic will provide reasonable accommodations for qualified individuals with disabilities.

This employer participates in the federal E-Verify program to confirm the identity and employment authorization of all newly hired employees. For further information about the E-Verify program, please click here:
http://www.uscis.gov/e-verify/employees

DISCLAIMER
The above statements are intended to describe the general nature and level of work being performed by employees assigned to this classification. They are not intended to be construed as an exhaustive list of all responsibilities, duties and skills required of employees assigned to this position."
"Business Systems Analyst, Supply Chain Systems",Google,https://www.indeed.com/rc/clk?jk=068e3eea1226bcb8&fccid=a5b4499d9e91a5c6&vjs=3,30+ days ago,"Sunnyvale, CA (Lakewood area)",None,None,4.3,None,"Minimum qualifications:
Bachelor's degree in Computer Science, Engineering, Mathematics, related field, or equivalent practical experience.
10 years of experience in implementing Maximo software.

Preferred qualifications:
Master's degree or equivalent practical experience.
Certified Deployment professional for Maximo Asset Management (CSCP).
Experience leading solution architecture and systems integrations. Deep knowledge of asset management processes.
Excellent analytical and communication skills, with a demonstrable bias toward action.
About the job
At Google, we work at lightning speed. So when things get in the way of progress, the Business Systems Integration team steps in to remove those roadblocks. The team identifies time-consuming internal processes and then builds solutions that are reliable and scalable enough to work within the size and scope of the company. You listen to and translate Googler needs into high-level technical specifications, design and develop recommended systems and consult with Google executives to ensure smooth implementation. Whether battling large system processes or leveraging our homegrown suite of Google products for Googlers themselves, you help Googlers work faster and more efficiently.

With your technical expertise, you build business applications and influence the design of features that improve the reliability of our applications and systems. You also define the scope of technical projects and oversee execution.
Behind everything our users see online is the architecture built by the Technical Infrastructure team to keep it running. From developing and maintaining our data centers to building the next generation of Google platforms, we make Google's product portfolio possible. We're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them. We keep our networks up and running, ensuring our users have the best and fastest experience possible.
Responsibilities
Provide insight to the business domain on scalable solutions aligned to strategy and architecture.
Lead complete system implementation of transformative initiatives and projects (requirements documentation, systems configuration, test documentation/execution, issue identification, and resolution).
Understand business processes and how they map to the predefined Maximo processes.
Provide Maximo implementation expertise and collaborate with technical team to ensure successful implementations.
Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing this form."
Principal Transformation Business Analyst,GENENTECH,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dmss7w5ZFmN5-ZVaFDklzxUenG_35YDjcWAPofWSNTckcCDqiNNblXGOjBegd77aPWMp-jmrK1nTjLyQYBe_k5Bnis4w2AaFjUTtKMfIsGuScg7HKG0bDXC5t6_4bahgHf_w6e8MS5oGvA4HSUj5Y4A9VtNEzLnBj3BN7h9jKY_0LzG43p9QACKdbdwbRmUAc9TYthGnj41l6ZiXq7p1GkhPr1G2EDZwMjVsbfMKxpN9Dhe-_KTxzuKwdugaq06qmrJfpjXNhdOSqNA2C1gchGEmEp2oqt-m5xLgstQHDUt4XJ2H_10inFs3ywhMDGfzEQv7NV471GC7VwXHIedJdS681nmPLGLabSWDSzrpVGeR-yYKAgMZ-k_339JbtRzDq2fvv5ZdF-s6BuTnPtgrbGU-hXYG1tPQg0tVyZdS0FwWnXbdTKVCM3Usqd_laGqRo=&p=0&fvj=0&vjs=3,21 days ago,"Vacaville, CA 95696",None,None,4.1,None,"The Position

The Principal Transformation Business Analyst for Global Engineering and Facilities will be reporting up to the Head of Transformation office and be responsible for shaping up and implementing the transformation roadmap. This role will collaborate with a cross functional team of leaders, SME’s from business functions within Global Engineering and Facilities function (Asset Strategy & Capex Management, LPS & Capabilities building, Asset Lifecycle Management, Project Delivery, Engineering & Technology and Sustainability) and across the Pharma Technical Operations network. The impact associated with the PTA Transformation is global and impacts all the PT sites, in support of the capital investments of $1.8B towards the advancement of Roche’s complex drug pipeline. This transformation requires building new capabilities introduced by SVP of PTA and endorsed by PTLT. These capabilities will take significant change in skills, mindset and behavior to realize the business benefits.

This position is responsible for managing a range of the activities such as requirements gathering, developing user stories, identifying use cases necessary for the effective and efficient implementation of complex cross functional and regional initiatives leveraging new ways of working. This role will engage with stakeholders at all levels across PTA: this includes presenting to and influencing Global Engineering & Facilities Leadership Team (PTALT), Site Leadership Teams, and extended site leadership teams and partnering with external consultants to deliver value-add services. You will leverage broad expertise across business strategy, disciplined execution, human centeredness and distinguish yourself through subject matter or functional expertise.

Job Duties/Responsibilities:
Acts in a lead capacity on cross functional transformation activities including leading assessments, meetings & workshops, developing deliverables, providing guidance and direction to team members, and delivering support.

Partners with senior leaders and team members to understand organizational perspectives and recommend best-fit methods to execute business transformation strategies, improve operations and performance to gain efficiencies and increase effectiveness.

Partners with transformation office team, PTA and PT stakeholders to define the strategy, business initiatives, and organizational changes needed to gain leadership alignment, enable change leadership, promote stakeholder and employee engagement, enable further organizational change programs and plans.

Partners with program managers and cross functional stakeholders to understand inherent capability regarding governance, decision making, data integrity, and technology to design strategies to set the stage for successful implementations in an agile manner.

Develops and maintains methodologies, tools, and templates to support strategic and implementation engagements from insights gained in prior experiences, researching best practices, and utilizing a continuous feedback loop with stakeholders and team to ensure deliverables are timely and relevant.

Develops user stories, requirements, functional requirements and/or technical specifications, process flow diagrams and identifies use cases for implementation.

Collaborates with business stakeholders across PTA and PT functions to identify and address business problems and opportunities, evaluate alternative solutions and research industry best practices and emerging trends.

Leads successful completion of major projects/programs across portfolios.

Strives for harmonization of business processes across sites and departments by propagating enterprise common standards and solutions.

Leads and drives business cases up to benefits realization.

Partners with the Communications and the Culture and Community teams to evolve the organization culture of agility, enterprise mindset, self-organizing, empowerment and collaboration across networks.

Qualifications - Education, Experience, Knowledge and Skills:
Bachelor’s degree in Science, Engineering, and/or Business is preferred, or equivalent.

12+ years of working multidisciplinary experience in the pharmaceutical, biotech, or other related industry in a regulated environment.

Demonstrated track record of business requirements gathering, operational management skills, including internal consulting, project management, and highly effective teamwork and collaboration skills.

Demonstrated ability to organize, lead and execute on a variety of assignments and action plans; ability to drive for results and manage complex projects.

Business acumen and a foundational understanding and comfort with principles of finance, strategic planning, process management and technology.

Strong program/project management skills within a diverse tool-set of methodologies (Agile, Scrum, etc.) including risk mitigation strategies. Certified in agile ways of working, with demonstrated flexibility to work in a self-aligning team environment where independent decision making and creative mindsets are valued.

Experience developing strategic roadmaps and plans, and driving them through implementation. Possess ability to effectively articulate business opportunities and identify sound recommendations.

Ability to navigate through a complex, broad, and diverse organization and can liaise effectively with different organizations.

Exhibits intellectual curiosity and integrity and has strong passion to bring value-adding improvement/innovation to the business.

Demonstrated ability to build and lead cross-functional teams and serve as a strategic consultant and advisor with senior leadership, particularly leaders driving change.

Strong executive presence and resonant communications at all levels - experience framing communications to fit the audience.

Proven ability to work in a fast-paced environment, think proactively and strategically.

Experienced working in a matrix, global organization. Ability to deliver results in an ambiguous, complex global network.

Consistent success in building and developing strong stakeholder relationships. Ability to influence without authority.

Strong skills in facilitating virtual teams and leveraging technology to ensure productive virtual meetings and workshops.

Travel Requirements:
Anticipated domestic and international travel: 10%.
Who We Are
Genentech, a member of the Roche group and founder of the biotechnology industry, is dedicated to pursuing groundbreaking science to discover and develop medicines for people with serious and life-threatening diseases. To solve the world's most complex health challenges, we ask bigger questions that challenge our industry and the boundaries of science to transform society. Our transformational discoveries include the first targeted antibody for cancer and the first medicine for primary progressive multiple sclerosis.
Diversity and Inclusion (D&I) are critical to the success of our company and our impact on society. We believe that by championing diversity of background, thought and experience, we can foster a sense of belonging and provide an environment where every employee feels valued, included, and able to contribute their best for the patients we serve. We’re focused on attracting, retaining, developing and advancing our people to their full potential by rewarding bold ways of thinking and integrating inclusive behaviors into every aspect of our work.
The next step is yours. To apply today, click on the ""Apply for this job"" button.
Genentech is an equal opportunity employer & prohibits unlawful discrimination based on race, color, religion, gender, sexual orientation, gender identity/expression, national origin/ancestry, age, disability, marital & veteran status. For more information about equal employment opportunity, visit our Genentech Careers page . Job Facts JOB FUNCTION
General Business Operations COMPANY/DIVISION
Pharmaceuticals SCHEDULE
Full time JOB TYPE
Regular"
Sr. Salesforce Business Analyst,Zscaler,https://www.indeed.com/rc/clk?jk=d64214b102e915f3&fccid=b8ce556031512ca3&vjs=3,28 days ago,"San Jose, CA 95134 (North San Jose area)",None,None,4.0,None,"Position: Sr. Business Analyst
Location: San Jose, CA - USA

For over 10 years, Zscaler has been disrupting and transforming the security industry. Our 100% purpose built cloud platform delivers the entire gateway security stack as a service through 150 global data centers to securely connect users to their applications, regardless of device, location, or network in over 185 countries protecting over 3,500 companies and 100 Million threats detected a day.
We work in a fast paced, dynamic and make it happen culture. Our people are some of the brightest and passionate in the industry that thrive on being the first to solve problems. We are always looking to hire highly passionate, collaborative and humble people that want to make a difference.
As a Business System Analyst within the IT Business Applications team, you will be responsible for managing and supporting Initiatives and Projects that support our Go To Market and Marketing/Sales Execution Strategy.
Responsibilities:
Collaborates with cross-functional teams to understand business needs.
Gain a comprehensive understanding of Zscaler’s business model and supporting groups such Finance, Product Management, Marketing, Customer Support and Customer success to drive the efficiency of overall company.
Define detailed business / functional requirements, process flow diagrams, and use cases; including performing gap and impact analysis.
Writing and reviewing QA and User Acceptance test scripts.
Manage UAT and any other required testing within the sandbox.
Be an owner to investigate and understand existing systems, independencies and challenges and recommend future improvements that align with business needs and solve issues.
Perform administration functions such as validation rules, user management, roles, hierarchy, approval workflows, record types.
Skills and Experience:
5 + years of experience with Salesforce, Apttus or similar CPQ tool, Marketo or similar - with the most recent 5 years as a Business Analyst with focus on the sales and marketing functions.
Certified SFDC Admin preferred.
Sufficient technical background to communicate with developers efficiently and effectively.
Knowledge of programming languages, relational databases, and system analysis/design is strongly preferred.
Intermediate Microsoft Excel skills is a plus.
Familiar with standard business processes of the Sales and Sales Ops functions.
Experience working in a fast-paced agile environment with heavy workloads.
Why Zscaler?
People who excel at Zscaler are smart, motivated and share our values. Ask yourself: Do you want to team with the best talent in the industry? Do you want to work on disruptive technology? Do you thrive in a fluid work environment? Do you appreciate a company culture that enables individual and group success and celebrates achievement? If you said yes, we’d love to talk to you about joining our award-winning team.
Learn more at zscaler.com or follow us on Twitter @zscaler. Additional information about Zscaler (NASDAQ : ZS ) is available at http://www.zscaler.com.

All qualified applicants will receive consideration for employment without regard to race, sex, color, religion, sexual orientation, gender identity, national origin, protected veteran status, or on the basis of disability.

#LI-LG1"
Business Analyst,TMS LLC,https://www.indeed.com/company/TMS-LLC/jobs/Business-Analyst-242e01eb78b3405d?fccid=3c32480fa7f0fa60&vjs=3,5 days ago,"San Francisco, CA","From $75,000 a year",Temporarily remote,None,Easily apply,"Only GC / Citizen can apply ( W2 )
Job Description
As a market leader in providing master data management solutions, our Connect Consulting Practice team members engage with our clients to assess and implement best-of-breed applications to address their product, vendor, and customer data needs. Codifyd partners with leading MDM/PIM software vendors – including Stibo Systems, Informatica, EnterWorks, and inRiver – in delivering these solutions. We are currently looking for a Business Analyst with hands-on experience to gather detailed business and technical requirements, create business use and test cases, and to act as a liaison by creating direct channels of communication between technical and business teams. If you have at least 4 years of relevant professional work experience and strong business analyst experience, this is the opportunity for you.
Responsibilities
Lead in-person discovery meetings with clients and stakeholders to evaluate current PIM/MDM systems and processes along with adapting unique business needs to create and recommend new PIM/MDM solutions.
Document components to integrate PIM/MDM solutions with external applications
Design and build workflows and custom portal components to enhance governance and quality of product data solutions
Define test cases and develop and execute test plans
Document business requirement for business processes and abide by those requirements for future projects
Compile analysis reports that are delivered to developers and follow-up on all results
Implement a comprehensive management plan for each project
Hold regular stakeholder meeting to keep all interested parties updated on project progress
Build and maintain long-term client and business partner relationships
70-90% Travel Required
Requirements
4+ years of relevant business analyst work experience
Strong Microsoft Visio skills
Experience with both agile and waterfall project formats
Strong experience in user testing and project management
Excellent interpersonal, communication and team-facilitation skills
Strong analytical and problem-solving skills
Bachelor’s degree in Business, Supply Chain, or related major such as electronic engineering; Computer Sciences degree a plus; Master’s degree a plus,
PIM/MDM experience with major platforms (Stibo, Enterworks, Informatica, inRiver, Infosphere) a plus
Job Type: Full-time
Salary: From $75,000.00 per year
Experience:
business analyst: 10 years (Required)
Education:
Bachelor's (Preferred)
Work authorization:
United States (Preferred)
Work Remotely:
Temporarily due to COVID-19"
